iter	Logloss
582	0.08459331951
583	0.08445487736
584	0.08435464238
585	0.08415396979
586	0.08414508209
587	0.08398662481
588	0.08385701573
589	0.08364162113
590	0.08340340915
591	0.08323435922
592	0.08310939937
593	0.08297189447
594	0.08269628186
595	0.08255710838
596	0.08246018522
597	0.08228264554
598	0.08197746645
599	0.08181588358
600	0.08159743401
601	0.08145267972
602	0.08119028514
603	0.08100847929
604	0.08085620588
605	0.08072979405
606	0.08065308613
607	0.0805044141
608	0.08034835099
609	0.08026622893
610	0.08002899941
611	0.07996838676
612	0.07987732052
613	0.07980308978
614	0.07963749804
615	0.0793752058
616	0.07916012579
617	0.0790963396
618	0.07902405694
619	0.0789203571
620	0.07873681507
621	0.07863187441
622	0.07854301405
623	0.07845751371
624	0.07830279202
625	0.07813322408
626	0.07801796994
627	0.07783245374
628	0.07775183357
629	0.07759871145
630	0.07752620816
631	0.0772697822
632	0.07711183361
633	0.0768939818
634	0.07674940778
635	0.07661423252
636	0.07652272351
637	0.07631750728
638	0.07622466311
639	0.07598171744
640	0.07586583719
641	0.07568377754
642	0.07557544999
643	0.07549761248
644	0.0754634141
645	0.07532847382
646	0.07520954954
647	0.07505723337
648	0.07496604037
649	0.07488687581
650	0.07476686922
651	0.07461464663
652	0.07448828148
653	0.07439668042
654	0.07420760409
655	0.07417510943
656	0.07406734582
657	0.07397889756
658	0.07393933133
659	0.07381753553
660	0.07357490242
661	0.07352799248
662	0.07331720589
663	0.07312772756
664	0.07288025415
665	0.07272590172
666	0.07265673158
667	0.072414385
668	0.07221772609
669	0.07207711162
670	0.0719535979
671	0.0717954101
672	0.07161094246
673	0.07148817136
674	0.07134624583
675	0.0711501847
676	0.07096964512
677	0.07083466167
678	0.07074671383
679	0.07051321878
680	0.07044931494
681	0.07036556996
682	0.07030062336
683	0.07025400764
684	0.07014848992
685	0.0700101504
686	0.06988027807
687	0.06972954865
688	0.06966349286
689	0.06953416465
690	0.06945463375
691	0.06926016178
692	0.0690470024
693	0.06897191793
694	0.06891791053
695	0.06881744794
696	0.06872562632
697	0.06865596006
698	0.06852537895
699	0.06836492744
700	0.06816637412
701	0.06808779077
702	0.06797132474
703	0.06789942952
704	0.06774038221
705	0.06766739523
706	0.06759011515
707	0.06744962086
708	0.06733986031
709	0.06724720894
710	0.06715094802
711	0.06704496616
712	0.06692656355
713	0.06683153483
714	0.06666601781
715	0.06650539047
716	0.06634375233
717	0.06627081187
718	0.06616551115
719	0.0659296886
720	0.06587130769
721	0.06568516819
722	0.06553582572
723	0.06540767856
724	0.06535013226
725	0.065201923
726	0.0650906737
727	0.06499084921
728	0.06492601358
729	0.0648687857
730	0.06481896672
731	0.06477363713
732	0.06466140649
733	0.06452943573
734	0.06444780641
735	0.0642804892
736	0.06420809026
737	0.06416754856
738	0.06407757587
739	0.06387087557
740	0.06380617814
741	0.06369168234
742	0.0635674812
743	0.06344333657
744	0.0632861127
745	0.06319646559
746	0.06316120095
747	0.06296398681
748	0.06286975919
749	0.06281540969
750	0.06276169691
751	0.06271655546
752	0.06265237278
753	0.062614129
754	0.06256960083
755	0.06251813087
756	0.06237109961
757	0.06224600918
758	0.06213690419
759	0.06208187113
760	0.06193667236
761	0.06189651999
762	0.06179865509
763	0.06170990351
764	0.06160744543
765	0.06151348079
766	0.06147105982
767	0.06140724365
768	0.06133243951
769	0.06121596307
770	0.06110860091
771	0.0610624792
772	0.06102858875
773	0.06099707617
774	0.06094883695
775	0.06085695034
776	0.06080326721
777	0.06075161662
778	0.06064332951
779	0.06060957462
780	0.06042838404
781	0.06030043793
782	0.06013756622
783	0.06004802496
784	0.05995954882
785	0.05982638464
786	0.05961742026
787	0.05960665481
788	0.05952954145
789	0.0594614315
790	0.05935811706
791	0.05933846838
792	0.05917537859
793	0.05912366882
794	0.05900947657
795	0.05893169683
796	0.05884787112
797	0.05882151106
798	0.0586846861
799	0.05863435966
800	0.05858260386
801	0.05846957768
802	0.05837526137
803	0.05832735871
804	0.05822367974
805	0.05815606509
806	0.05807890765
807	0.05804800114
808	0.05798472709
809	0.05790948395
810	0.05778106842
811	0.05770935131
812	0.05753941882
813	0.05741661208
814	0.05736451273
815	0.05717484724
816	0.05708571444
817	0.05697308248
818	0.05694670475
819	0.05689227986
820	0.05675378696
821	0.05670815597
822	0.05660252067
823	0.05653424207
824	0.05649095056
825	0.05636467933
826	0.0561969685
827	0.05608245289
828	0.05599093008
829	0.05591944177
830	0.0558640831
831	0.05572750304
832	0.05566086964
833	0.05562755032
834	0.05552520873
835	0.05544699532
836	0.05535143391
837	0.05529669301
838	0.05516124295
839	0.05509054128
840	0.05490507061
841	0.05483135304
842	0.05478467105
843	0.05466864929
844	0.05456525394
845	0.05456067345
846	0.05442942037
847	0.05437766133
848	0.0543060067
849	0.05418977799
850	0.05409445396
851	0.05400210549
852	0.05394230255
853	0.05388345085
854	0.05381461277
855	0.05378742809
856	0.05370221435
857	0.05367308471
858	0.05361360371
859	0.05351701866
860	0.05341701642
861	0.05330635519
862	0.05323164161
863	0.05319878457
864	0.05304255
865	0.0530029988
866	0.05296983737
867	0.05292654036
868	0.05286854968
869	0.05276996754
870	0.05270696349
871	0.05265713083
872	0.05259979449
873	0.0525122994
874	0.05245518766
875	0.05237839303
876	0.05231848367
877	0.05227771738
878	0.05220755059
879	0.05215064372
880	0.05204258696
881	0.05200271345
882	0.05188694501
883	0.05186258489
884	0.05183891851
885	0.05180802595
886	0.05174211108
887	0.0517259468
888	0.05165854544
889	0.05159826185
890	0.05156258813
891	0.05151453217
892	0.05150468869
893	0.05142836896
894	0.05138001535
895	0.05133489087
896	0.05122403884
897	0.0511886887
898	0.05112741564
899	0.05105837414
900	0.0509907429
901	0.05092938968
902	0.0508552009
903	0.05075030973
904	0.05067051938
905	0.0506107653
906	0.05055140529
907	0.05040814084
908	0.05036636255
909	0.05029357464
910	0.05026310551
911	0.05019267321
912	0.05012779139
913	0.05007484771
914	0.05002747556
915	0.04997928563
916	0.04996298167
917	0.04990905202
918	0.04981296014
919	0.04980143363
920	0.04974783051
921	0.04963241662
922	0.04958711116
923	0.04957336477
924	0.04950947619
925	0.04948790813
926	0.04942502647
927	0.04940125754
928	0.04936661943
929	0.04935252778
930	0.04933710059
931	0.0493280642
932	0.04927366278
933	0.04924156764
934	0.04918904721
935	0.04914415889
936	0.04913058246
937	0.04910317205
938	0.04905201032
939	0.04896973864
940	0.04889061909
941	0.04887790101
942	0.04882252819
943	0.04873302013
944	0.04872630665
945	0.04867575144
946	0.04863016414
947	0.0485924816
948	0.04854950283
949	0.04849325676
950	0.04848222096
951	0.04841267411
952	0.04835010968
953	0.04832291283
954	0.0483111234
955	0.04828016037
956	0.04820084684
957	0.04808864022
958	0.04801745318
959	0.04799159102
960	0.04794945043
961	0.04790024626
962	0.04788154106
963	0.04787043482
964	0.04782218421
965	0.04780572948
966	0.04779707019
967	0.04774973903
968	0.04766759165
969	0.0476509574
970	0.04764102556
971	0.04760912329
972	0.04756807083
973	0.04746110634
974	0.04739315716
975	0.04736229781
976	0.04726595929
977	0.04717249246
978	0.04715619275
979	0.04714699732
980	0.04704709603
981	0.04699394687
982	0.04698539002
983	0.0469578668
984	0.04686548004
985	0.04685698054
986	0.04678132152
987	0.04672328809
988	0.04666255964
989	0.04657166783
990	0.04643306412
991	0.04642132144
992	0.04639976503
993	0.04632312128
994	0.04629602211
995	0.04626655699
996	0.04623250789
997	0.04622568861
998	0.04612957382
999	0.04610888809
